study_id,series_id,image_id,save_name,shape,shape_crop,window,crop_starts,photometric_interpreation,series_number,instance_number
8ab2974732c8,20b833bf6e2d,055fc441c5e4,8ab2974732c8_055fc441c5e4.png,"(2874, 2840)","(2874, 2840)","(1700.0, 15059.0)","(0, 0)",MONOCHROME1,1,1
98023f79d14d,93af19edf1cc,056df0ed9048,98023f79d14d_056df0ed9048.png,"(2979, 2972)","(2978, 2970)","(62.0, 3516.0)","(0, 0)",MONOCHROME2,1,1
adbfed2da701,e2fa197720cb,0572ef0d0c1a,adbfed2da701_0572ef0d0c1a.png,"(2436, 3032)","(2436, 3032)","(2606.0, 63961.0)","(0, 0)",MONOCHROME1,1,1
d172b5d65314,f48b96290fce,0575769456b9,d172b5d65314_0575769456b9.png,"(3480, 4240)","(3480, 4240)","(41.0, 3627.0)","(0, 0)",MONOCHROME2,2,1
cba6e524747c,6255134232fc,057889fefcb8,cba6e524747c_057889fefcb8.png,"(3000, 3000)","(3000, 2999)","(8.0, 3642.0)","(0, 0)",MONOCHROME2,1,1
deee69329e9b,64fed58f6808,05801635f7db,deee69329e9b_05801635f7db.png,"(2520, 3032)","(2516, 2964)","(1390.0, 3158.0)","(4, 0)",MONOCHROME2,1,1
1bf775c57c75,9c1a6ccd430d,0583141e74d8,1bf775c57c75_0583141e74d8.png,"(2544, 3056)","(2540, 3052)","(19.0, 3259.0)","(4, 0)",MONOCHROME2,5,1
560f5765abfc,29120d5637d8,058648c8a669,560f5765abfc_058648c8a669.png,"(2416, 2872)","(2276, 2872)","(23.0, 209.0)","(70, 0)",MONOCHROME2,,
22353f3ff2d1,191c168c55c0,058d56025fa2,22353f3ff2d1_058d56025fa2.png,"(2544, 3056)","(2540, 3056)","(452.0, 3670.0)","(4, 0)",MONOCHROME2,1,1
b87d30f0afbd,e143a19bd52e,05960ccb10c0,b87d30f0afbd_05960ccb10c0.png,"(3000, 2906)","(3000, 2898)","(240.0, 3646.0)","(0, 1)",MONOCHROME2,1,1
913182869146,26249cc34bf5,05b8ef849c25,913182869146_05b8ef849c25.png,"(1140, 1387)","(1140, 1387)","(28.0, 4076.0)","(0, 0)",MONOCHROME2,1,1
2d7e68ba5e8b,553e242b59cf,05bacfe4dcc2,2d7e68ba5e8b_05bacfe4dcc2.png,"(2336, 2836)","(2336, 2836)","(3512.0, 15483.0)","(0, 0)",MONOCHROME1,1,1
c97d2c7b66e8,60d1706dfd8a,05be0f039257,c97d2c7b66e8_05be0f039257.png,"(3480, 4248)","(3479, 4248)","(225.0, 1852.0)","(0, 0)",MONOCHROME1,1,1
0fd2db233deb,06feab2c43b9,05c063f5cef5,0fd2db233deb_05c063f5cef5.png,"(2781, 2987)","(2780, 2985)","(61.0, 3604.0)","(0, 0)",MONOCHROME2,5,1
f383a0b4d02a,755bcbf9d3d1,05c34e480f64,f383a0b4d02a_05c34e480f64.png,"(2336, 2836)","(2336, 2836)","(2295.0, 17603.0)","(0, 0)",MONOCHROME1,1,1
3708f056c708,4fcd6c733555,05c5bab5cf9d,3708f056c708_05c5bab5cf9d.png,"(2061, 2538)","(2061, 2538)","(2103.0, 14652.0)","(0, 0)",MONOCHROME1,1,1
f3927dfb62a5,94d600a90c7d,05cb1e76a2e1,f3927dfb62a5_05cb1e76a2e1.png,"(2330, 2846)","(2330, 2846)","(54.0, 3514.0)","(0, 0)",MONOCHROME2,2,1
4ba4eb1d380d,b093fe6a39a8,05ccf13c1980,4ba4eb1d380d_05ccf13c1980.png,"(3032, 3032)","(3001, 3028)","(2.0, 3573.0)","(0, 4)",MONOCHROME2,1,1
6afb4796f4d2,1445ec3f5492,05d9bb69dbb2,6afb4796f4d2_05d9bb69dbb2.png,"(2436, 3032)","(2436, 3032)","(3570.0, 64316.0)","(0, 0)",MONOCHROME1,1,1
bc3e2b05a7f1,670277ea53f7,05e9bb2ea225,bc3e2b05a7f1_05e9bb2ea225.png,"(1962, 2846)","(1961, 2846)","(179.0, 3423.0)","(1, 0)",MONOCHROME2,1,1
c11804d10775,3459833e76c1,05ef4358baa9,c11804d10775_05ef4358baa9.png,"(3488, 4256)","(3486, 4255)","(42.0, 3514.0)","(0, 0)",MONOCHROME2,1,1
14204d559d6c,2603e1c933cf,061067e90779,14204d559d6c_061067e90779.png,"(2801, 2798)","(2801, 2797)","(883.0, 3449.0)","(0, 0)",MONOCHROME2,1,1
109b53420475,5fb6e1526e47,061797f81be0,109b53420475_061797f81be0.png,"(2800, 3408)","(2800, 3408)","(1102.0, 14838.0)","(0, 0)",MONOCHROME1,1,1
83831a99704c,8c9cefb057be,0635d8f989f1,83831a99704c_0635d8f989f1.png,"(3052, 3052)","(3052, 3052)","(73.0, 1479.0)","(0, 0)",MONOCHROME1,1,1
f15583c5d579,901de28aeb47,065fb159fd49,f15583c5d579_065fb159fd49.png,"(2991, 2992)","(2991, 2991)","(209.0, 2970.0)","(0, 0)",MONOCHROME2,1,1
34d360dd549f,41da27564bbb,0660475631a9,34d360dd549f_0660475631a9.png,"(2163, 2504)","(2023, 2504)","(3383.0, 15150.0)","(70, 0)",MONOCHROME2,,
394d1fbb6cc0,58cb30e760d4,066fa5edf346,394d1fbb6cc0_066fa5edf346.png,"(2544, 3056)","(2540, 3052)","(150.0, 3479.0)","(4, 0)",MONOCHROME2,1,1
3b0ddef5a49e,7d6fec3e3f04,0684dae08842,3b0ddef5a49e_0684dae08842.png,"(2828, 2320)","(2828, 2320)","(9.0, 197.0)","(0, 0)",MONOCHROME2,1,1
a29dd9b40ef0,814309b70053,06862b0aa1e8,a29dd9b40ef0_06862b0aa1e8.png,"(2544, 3056)","(2540, 3052)","(3.0, 2777.0)","(4, 0)",MONOCHROME2,1,1
53b92c44a02e,f1b16114179d,06917801a47e,53b92c44a02e_06917801a47e.png,"(2395, 2480)","(2390, 2474)","(4818.0, 12552.0)","(5, 5)",MONOCHROME1,1,1
061c46e4e75e,6b762f318de1,06a48d5926c9,061c46e4e75e_06a48d5926c9.png,"(2336, 2836)","(2336, 2836)","(2537.0, 16413.0)","(0, 0)",MONOCHROME1,1,1
341a8f794069,8f1da499406d,06cda92a097d,341a8f794069_06cda92a097d.png,"(3488, 4256)","(3486, 4255)","(72.0, 3492.0)","(0, 0)",MONOCHROME2,1,1
de2d1a60c2af,71e007932a7d,06dbf59cea83,de2d1a60c2af_06dbf59cea83.png,"(3052, 2908)","(3052, 2908)","(5.0, 3418.0)","(0, 0)",MONOCHROME2,1,1
d1b3fa229418,3f75e423e86a,06de06e37023,d1b3fa229418_06de06e37023.png,"(3480, 4240)","(3480, 4240)","(31.0, 3481.0)","(0, 0)",MONOCHROME2,1,1
31050ccdadd3,b797122c8778,06ee89a4efe9,31050ccdadd3_06ee89a4efe9.png,"(3480, 4248)","(3480, 4248)","(559.0, 14944.0)","(0, 0)",MONOCHROME1,1,1
1073d1b6ddcc,7e5b0decd71d,06f4f2f03a93,1073d1b6ddcc_06f4f2f03a93.png,"(2874, 2840)","(2874, 2840)","(20.0, 3501.0)","(0, 0)",MONOCHROME2,1,1
2e490d6ef2e1,1f6d51442b82,06f6423be3f9,2e490d6ef2e1_06f6423be3f9.png,"(3032, 3032)","(1378, 3028)","(909.0, 3519.0)","(0, 4)",MONOCHROME2,1,1
9010d82f158b,409dfb88d7c6,06fa3a4d5dbd,9010d82f158b_06fa3a4d5dbd.png,"(3480, 4248)","(3480, 4248)","(116.0, 1788.0)","(0, 0)",MONOCHROME1,1,1
e1c1ad4b1e61,7c90fb8c69e0,070f57210fa7,e1c1ad4b1e61_070f57210fa7.png,"(2330, 2846)","(2330, 2846)","(19.0, 3497.0)","(0, 0)",MONOCHROME2,1,1
fd2d4f0fedfe,e081f8383a3a,072690bceea9,fd2d4f0fedfe_072690bceea9.png,"(2310, 2698)","(2310, 2698)","(277.0, 3276.0)","(0, 0)",MONOCHROME2,1,1
ddd30a3355ab,7af88eacdf02,0726c56e706d,ddd30a3355ab_0726c56e706d.png,"(2320, 2832)","(2276, 2832)","(342.0, 3521.0)","(0, 0)",MONOCHROME2,1,1
dba690393e1b,60a502c1ee59,072726117f1a,dba690393e1b_072726117f1a.png,"(2336, 2836)","(2336, 2836)","(1931.0, 14963.0)","(0, 0)",MONOCHROME1,1,1
ca924360a2ec,31d9c867c027,072999833ab4,ca924360a2ec_072999833ab4.png,"(2320, 2832)","(2320, 2832)","(6.0, 216.0)","(0, 0)",MONOCHROME2,1,1
fda2cd74ad14,f99131fcbc66,0729e35c1829,fda2cd74ad14_0729e35c1829.png,"(2520, 3032)","(2517, 3027)","(2115.0, 3823.0)","(0, 5)",MONOCHROME2,1,1
6551dc773a4f,dffa80822b35,0748e24c162d,6551dc773a4f_0748e24c162d.png,"(2544, 3056)","(2541, 3052)","(43.0, 3346.0)","(0, 4)",MONOCHROME2,1,1
69dbd3e7c471,446a5239a330,075e8abf2787,69dbd3e7c471_075e8abf2787.png,"(3480, 4240)","(3345, 4240)","(266.0, 1894.0)","(0, 0)",MONOCHROME1,1,1
214c441d728b,253f37f9fd14,077209acb6e4,214c441d728b_077209acb6e4.png,"(2320, 2832)","(2140, 2472)","(1.0, 215.0)","(0, 0)",MONOCHROME2,1,1
9168dcefe508,d552b06a358a,077c85f226d8,9168dcefe508_077c85f226d8.png,"(2544, 3056)","(2540, 3052)","(3.0, 2326.0)","(4, 0)",MONOCHROME2,1,1
36bb4db0e4cf,965d85c64e7f,077f7a878b5f,36bb4db0e4cf_077f7a878b5f.png,"(2436, 3032)","(2436, 3032)","(3481.0, 64847.0)","(0, 0)",MONOCHROME1,1,1
d9c139995f71,c0abb4b7d82a,077fe957981a,d9c139995f71_077fe957981a.png,"(1140, 1387)","(1140, 1387)","(2.0, 4070.0)","(0, 0)",MONOCHROME2,1,1
d79d38bcd191,1fefc50a7611,078fb92e34d5,d79d38bcd191_078fb92e34d5.png,"(3488, 4256)","(3124, 4255)","(121.0, 3648.0)","(362, 0)",MONOCHROME2,1,1
de33d3a51e83,e78053023c55,07c6b234a94b,de33d3a51e83_07c6b234a94b.png,"(2963, 2992)","(2962, 2990)","(10.0, 3527.0)","(0, 0)",MONOCHROME2,1,1
555aa3906759,cc470a84bc37,07cd26298a41,555aa3906759_07cd26298a41.png,"(3480, 4248)","(3480, 4204)","(21.0, 3531.0)","(0, 0)",MONOCHROME2,1,1
f5a76ea09507,6bda929c057a,07ce8310154d,f5a76ea09507_07ce8310154d.png,"(3480, 4248)","(3480, 4248)","(58.0, 3430.0)","(0, 0)",MONOCHROME2,1,1
ac3b6700f822,a4aca4542c04,07d26e1998f3,ac3b6700f822_07d26e1998f3.png,"(2336, 2836)","(2336, 2836)","(4174.0, 16114.0)","(0, 0)",MONOCHROME1,1,1
499a2d5bba9e,5c8ea6ddf043,07dadb4e8cb6,499a2d5bba9e_07dadb4e8cb6.png,"(2538, 2835)","(2398, 2835)","(646.0, 10535.0)","(70, 0)",MONOCHROME2,,
4c5bc626fee7,496115558b4b,07f7a5d01766,4c5bc626fee7_07f7a5d01766.png,"(2874, 2840)","(2874, 2840)","(367.0, 3564.0)","(0, 0)",MONOCHROME2,1,1
dcd9d77c6ac6,71a8ea72d3a6,07fd8eed8cbc,dcd9d77c6ac6_07fd8eed8cbc.png,"(2021, 2021)","(2020, 2021)","(2.0, 13322.0)","(1, 0)",MONOCHROME2,9968,1
5e7e2e3b20f3,38ad6aec404e,07fe0210c4d2,5e7e2e3b20f3_07fe0210c4d2.png,"(2520, 3032)","(2517, 3028)","(229.0, 3394.0)","(0, 4)",MONOCHROME2,4,1
a874435f5b2d,23f2d9354314,08048f170c29,a874435f5b2d_08048f170c29.png,"(2320, 2832)","(2320, 2832)","(80.0, 3464.0)","(0, 0)",MONOCHROME2,1,1
a8539cb5d071,592d87126045,080f3ecd201b,a8539cb5d071_080f3ecd201b.png,"(2320, 2832)","(2320, 2832)","(3.0, 218.0)","(0, 0)",MONOCHROME2,1,1
c6b1e11a8f4e,62984845b40c,0811fa228368,c6b1e11a8f4e_0811fa228368.png,"(2330, 2846)","(2253, 2846)","(4.0, 3559.0)","(77, 0)",MONOCHROME2,1,1
20a86e21402f,637b252e991f,0811fe666ab0,20a86e21402f_0811fe666ab0.png,"(2800, 3408)","(2800, 3408)","(1424.0, 15349.0)","(0, 0)",MONOCHROME1,1,1
15ae12f7cfb1,23d0844f4dbd,081c57bf820f,15ae12f7cfb1_081c57bf820f.png,"(2400, 2880)","(2352, 2879)","(236.0, 11867.0)","(24, 0)",MONOCHROME2,,
2514250a50ae,5ecac5a25e63,081c8b609ab0,2514250a50ae_081c8b609ab0.png,"(2539, 3050)","(2539, 3050)","(20.0, 3493.0)","(0, 0)",MONOCHROME2,1,1
b7f9c144c199,4182b97c9107,0823ab3600b6,b7f9c144c199_0823ab3600b6.png,"(2967, 2990)","(2966, 2988)","(240.0, 3575.0)","(0, 0)",MONOCHROME2,1,1
cd082bbb2799,67cbe11247a1,082d3af6ecc0,cd082bbb2799_082d3af6ecc0.png,"(2778, 1816)","(2776, 1811)","(314.0, 3578.0)","(2, 5)",MONOCHROME2,2,1
2f06b076d692,9eb02f34d623,0834d60255e3,2f06b076d692_0834d60255e3.png,"(2520, 3032)","(2504, 2932)","(1309.0, 3082.0)","(16, 96)",MONOCHROME2,1,1
50d38e4b0732,a5d164622cdd,0839e8367909,50d38e4b0732_0839e8367909.png,"(2258, 2846)","(2258, 2846)","(53.0, 3431.0)","(0, 0)",MONOCHROME2,1,1
beeb9195fe52,e9933bdefe62,083efcd38bc3,beeb9195fe52_083efcd38bc3.png,"(2320, 2832)","(2320, 2832)","(62.0, 3506.0)","(0, 0)",MONOCHROME2,1,1
5ab0afad9234,35854136cea9,0841677e7c36,5ab0afad9234_0841677e7c36.png,"(2330, 2846)","(2330, 2846)","(382.0, 3547.0)","(0, 0)",MONOCHROME2,2,1
0d9709b3af74,094a086f0e1b,0842f032a217,0d9709b3af74_0842f032a217.png,"(3001, 3001)","(3000, 2999)","(287.0, 3518.0)","(0, 0)",MONOCHROME2,1,1
3bf0ba9cac51,0b6789ebfa17,0846041c1efd,3bf0ba9cac51_0846041c1efd.png,"(3032, 3032)","(3029, 3028)","(37.0, 3340.0)","(0, 4)",MONOCHROME2,1,1
691a323878a5,9246ab796337,0846e5c4dfd2,691a323878a5_0846e5c4dfd2.png,"(1793, 1742)","(1785, 1741)","(11.0, 13058.0)","(7, 1)",MONOCHROME2,10088,1
81d2c8305d95,ed982173e423,084b10f6151c,81d2c8305d95_084b10f6151c.png,"(2320, 2832)","(2320, 2832)","(2.0, 227.0)","(0, 0)",MONOCHROME2,1,1
4ab31aa00e4a,559d19756c4b,085170457a04,4ab31aa00e4a_085170457a04.png,"(3488, 4256)","(3486, 4255)","(51.0, 3550.0)","(0, 0)",MONOCHROME2,1,1
e19849e1c8ae,a688b5d823ba,08535cbd2884,e19849e1c8ae_08535cbd2884.png,"(3480, 4240)","(3480, 4240)","(115.0, 3655.0)","(0, 0)",MONOCHROME2,1,1
02accd5bab1f,9e1743d0e501,085d6edba7cb,02accd5bab1f_085d6edba7cb.png,"(2290, 2800)","(2290, 2800)","(1038.0, 14982.0)","(0, 0)",MONOCHROME1,1,1
77a0888b5ac1,12150128e694,086f1ab39050,77a0888b5ac1_086f1ab39050.png,"(2320, 2832)","(2320, 2832)","(10.0, 226.0)","(0, 0)",MONOCHROME2,1,1
9fa10c15f544,3bedc6c94308,087104225581,9fa10c15f544_087104225581.png,"(2520, 3032)","(2517, 3028)","(1719.0, 2849.0)","(0, 4)",MONOCHROME2,1,1
243b7e22a6cd,0bb234002314,087837197282,243b7e22a6cd_087837197282.png,"(2544, 3056)","(2540, 3056)","(507.0, 3627.0)","(4, 0)",MONOCHROME2,1,1
f109811743c5,564a3202582e,08932dca1447,f109811743c5_08932dca1447.png,"(2299, 2939)","(2289, 2932)","(22.0, 3491.0)","(10, 7)",MONOCHROME2,1,1
aa1cc09c4f1f,48d527a5f911,0896c046c581,aa1cc09c4f1f_0896c046c581.png,"(2539, 3050)","(2539, 3050)","(37.0, 3593.0)","(0, 0)",MONOCHROME2,1,1
55bdad0b3d6a,23c933ca7c2e,0896ca4f76f3,55bdad0b3d6a_0896ca4f76f3.png,"(2625, 2934)","(2624, 2932)","(169.0, 3505.0)","(0, 0)",MONOCHROME2,1,1
0d962bb4c9f2,d15a5195862e,089bd77c8c10,0d962bb4c9f2_089bd77c8c10.png,"(2711, 2796)","(2710, 2794)","(8.0, 3495.0)","(0, 0)",MONOCHROME2,4,1
0ee1a62438bd,cd32429e73dc,08a68d025467,0ee1a62438bd_08a68d025467.png,"(2466, 3040)","(2466, 3040)","(241.0, 2761.0)","(0, 0)",MONOCHROME1,1,1
84f7aa8afdc9,856083589dac,08acae0bf785,84f7aa8afdc9_08acae0bf785.png,"(2966, 2695)","(2965, 2693)","(111.0, 3526.0)","(0, 0)",MONOCHROME2,3,1
e8b4637a1396,4db03bf8294a,08cf0b5663bd,e8b4637a1396_08cf0b5663bd.png,"(2400, 2880)","(2352, 2879)","(672.0, 9873.0)","(24, 1)",MONOCHROME2,,
2c1e782a68d9,9b2e92e2f4f8,08d165dbcbde,2c1e782a68d9_08d165dbcbde.png,"(2800, 3408)","(2800, 3408)","(1356.0, 14602.0)","(0, 0)",MONOCHROME1,4,1
c08f28069408,c999cc5a35c8,08dc9d73dc6e,c08f28069408_08dc9d73dc6e.png,"(4240, 3480)","(4240, 3480)","(1714.0, 14353.0)","(0, 0)",MONOCHROME1,1,1
98d246dec8db,cdf9d9f85109,08f493a7fb3f,98d246dec8db_08f493a7fb3f.png,"(2929, 2992)","(2929, 2991)","(61.0, 2689.0)","(0, 0)",MONOCHROME2,1,1
6fda1242f5e1,43d529ae12eb,08f9fa7120c4,6fda1242f5e1_08f9fa7120c4.png,"(2991, 2992)","(2991, 2991)","(432.0, 3184.0)","(0, 0)",MONOCHROME2,1,1
e0ec9d5120a5,47e5beb4e11f,08fb5758220d,e0ec9d5120a5_08fb5758220d.png,"(3480, 4240)","(3480, 4240)","(418.0, 3738.0)","(0, 0)",MONOCHROME2,1,1
1b5ca94ac38b,a6f46c8a501b,0919a3b8af01,1b5ca94ac38b_0919a3b8af01.png,"(2416, 2872)","(2276, 2872)","(46.0, 217.0)","(70, 0)",MONOCHROME2,,
075544a7881c,fbee3848f211,09236f094647,075544a7881c_09236f094647.png,"(2516, 3027)","(2516, 3027)","(635.0, 3348.0)","(0, 0)",MONOCHROME2,3,1
b65b351871ed,5c56dabf00c2,0933f436d8de,b65b351871ed_0933f436d8de.png,"(3480, 4240)","(3480, 4240)","(200.0, 3568.0)","(0, 0)",MONOCHROME2,1,1
09e9753e5ad7,88eafd18e3cb,0936faae80ed,09e9753e5ad7_0936faae80ed.png,"(3198, 3056)","(3058, 3053)","(60971.0, 65246.0)","(70, 2)",MONOCHROME1,,
7e26e0963bac,c1b36f63b70c,093e5e69a2af,7e26e0963bac_093e5e69a2af.png,"(2336, 2836)","(2336, 2836)","(1528.0, 14545.0)","(0, 0)",MONOCHROME1,3,1
340106349073,066e953b1ff7,094788a1dcc6,340106349073_094788a1dcc6.png,"(3032, 3032)","(2997, 2988)","(1.0, 3600.0)","(0, 44)",MONOCHROME2,1,1
904b2fc4d66c,2c7478e0aa0e,094e0c33d8b2,904b2fc4d66c_094e0c33d8b2.png,"(4240, 3480)","(4240, 3367)","(3.0, 187.0)","(0, 0)",MONOCHROME2,1,1
7143ac3d6c02,93c57004c99a,095b28ad701c,7143ac3d6c02_095b28ad701c.png,"(2540, 2880)","(2400, 2880)","(311.0, 12570.0)","(70, 0)",MONOCHROME2,,
d3d092d9884a,9c455b020b29,095ccce075d9,d3d092d9884a_095ccce075d9.png,"(2336, 2836)","(2336, 2836)","(986.0, 15019.0)","(0, 0)",MONOCHROME1,2,1
19406db78215,e505e722387e,0965160ad057,19406db78215_0965160ad057.png,"(3052, 3052)","(3052, 3052)","(79.0, 1435.0)","(0, 0)",MONOCHROME1,1,1
9e344b8a4fdf,87e76a43c47f,0980c2cdb557,9e344b8a4fdf_0980c2cdb557.png,"(2760, 3408)","(2760, 3408)","(1102.0, 14436.0)","(0, 0)",MONOCHROME1,1,1
851fda48d245,afd161002001,09a484920a1d,851fda48d245_09a484920a1d.png,"(2336, 2836)","(2336, 2836)","(2049.0, 15747.0)","(0, 0)",MONOCHROME1,1,1
4cd4a247bc30,20f9251ffd0b,09a76af15954,4cd4a247bc30_09a76af15954.png,"(2336, 2836)","(2336, 2836)","(4825.0, 17514.0)","(0, 0)",MONOCHROME1,1,1
038124609f4c,5a3a72482439,09b37f2317ca,038124609f4c_09b37f2317ca.png,"(3520, 4280)","(3198, 4068)","(61.0, 3983.0)","(322, 0)",MONOCHROME1,1001,1001
38d0b07a2c7d,244ef9617bbc,09be36e1b94b,38d0b07a2c7d_09be36e1b94b.png,"(3488, 4256)","(3486, 4255)","(102.0, 3670.0)","(0, 0)",MONOCHROME2,1,1
25aff4eb8fb1,f0dc3d043a61,09beb16a091e,25aff4eb8fb1_09beb16a091e.png,"(3488, 4256)","(3486, 4255)","(11.0, 3573.0)","(0, 0)",MONOCHROME2,1,1
38682a78a52d,3abd033f92b6,09c38e11a8b2,38682a78a52d_09c38e11a8b2.png,"(2935, 3408)","(2935, 3408)","(123.0, 3653.0)","(0, 0)",MONOCHROME2,1,1
b42cb3072150,b561ebcb92fb,09c6d5c914e2,b42cb3072150_09c6d5c914e2.png,"(2800, 2930)","(2800, 2930)","(245.0, 2734.0)","(0, 0)",MONOCHROME2,1,1
ae9ecf9bbc72,c783cd6e9c4d,09c909226d35,ae9ecf9bbc72_09c909226d35.png,"(4020, 4891)","(4019, 4891)","(35.0, 4045.0)","(0, 0)",MONOCHROME2,1,1
00a87235ca36,b7a93187765f,09cf9767a7bf,00a87235ca36_09cf9767a7bf.png,"(2336, 2836)","(2336, 2836)","(943.0, 14519.0)","(0, 0)",MONOCHROME1,1,1
53fefa2635de,0875339cac28,09e2e25583e7,53fefa2635de_09e2e25583e7.png,"(2874, 2808)","(2874, 2808)","(3742.0, 16190.0)","(0, 0)",MONOCHROME1,1,1
cb04434a6c7e,c50c9c1b4213,09e3d02eeb01,cb04434a6c7e_09e3d02eeb01.png,"(2378, 2740)","(2378, 2740)","(282.5400000000009, 3576.0)","(0, 0)",MONOCHROME2,1,1
12d985bbeae6,edc56d766649,09e63acd4d68,12d985bbeae6_09e63acd4d68.png,"(2336, 2836)","(2336, 2836)","(1483.0, 15019.0)","(0, 0)",MONOCHROME1,1,1
68711c5bfca0,3cbd736d19bb,09edc6b22778,68711c5bfca0_09edc6b22778.png,"(2400, 2880)","(2352, 2879)","(513.0, 8153.0)","(24, 1)",MONOCHROME2,,
45f32c71c022,6a7418eddeb7,09ef8986f8a9,45f32c71c022_09ef8986f8a9.png,"(1760, 2140)","(1760, 2138)","(123.0, 3542.0)","(0, 0)",MONOCHROME2,1,1
e28208b7c58e,4b7cd369719c,0a0bb7af0cab,e28208b7c58e_0a0bb7af0cab.png,"(2544, 3056)","(2540, 3056)","(62.0, 3676.0)","(4, 0)",MONOCHROME2,1,1
b93fcd443349,ab24c7c00e81,0a0cbc610620,b93fcd443349_0a0cbc610620.png,"(3480, 4240)","(3401, 3787)","(21.0, 203.0)","(79, 350)",MONOCHROME2,1,1
b6278022ae0b,1a10e5ec3ad6,0a29a6326e2b,b6278022ae0b_0a29a6326e2b.png,"(2801, 2802)","(2801, 2801)","(37.0, 2540.0)","(0, 0)",MONOCHROME2,1,1
62428c0ca6cb,469ed1690821,0a2d3681339d,62428c0ca6cb_0a2d3681339d.png,"(3480, 4248)","(3480, 4248)","(139.0, 3481.0)","(0, 0)",MONOCHROME2,1,1
fa57c8fc7906,ab0c7646fffc,0a31f51a2bca,fa57c8fc7906_0a31f51a2bca.png,"(2801, 2992)","(2801, 2991)","(51.0, 3074.0)","(0, 0)",MONOCHROME2,1,1
92cc20c21651,1efe1ec7dc69,0a3afeef9c01,92cc20c21651_0a3afeef9c01.png,"(2801, 2802)","(2801, 2801)","(214.0, 2777.0)","(0, 0)",MONOCHROME2,1,1
9a7b51f98ab5,115dd3c069ef,0a3ff348b17f,9a7b51f98ab5_0a3ff348b17f.png,"(2336, 2836)","(2336, 2836)","(2652.0, 15452.0)","(0, 0)",MONOCHROME1,1,1
5c4e0bef2cc6,16ad356f9fcf,0a4c00809b62,5c4e0bef2cc6_0a4c00809b62.png,"(3488, 4256)","(3487, 4255)","(23.0, 3456.0)","(0, 0)",MONOCHROME2,1,1
de53947e43b9,8d82a8d23741,0a5f36296cb0,de53947e43b9_0a5f36296cb0.png,"(2320, 2832)","(2270, 2621)","(1.0, 220.0)","(28, 0)",MONOCHROME2,1,1
70ff97e1af81,defaf1f42b74,0a60c7787fee,70ff97e1af81_0a60c7787fee.png,"(2320, 2832)","(2320, 2832)","(8.0, 217.0)","(0, 0)",MONOCHROME2,1,1
ab6ef957fd8c,a1c4e84f12bc,0a677ac5768f,ab6ef957fd8c_0a677ac5768f.png,"(2801, 2802)","(2801, 2801)","(63.0, 2749.0)","(0, 0)",MONOCHROME2,1,1
9a769075f534,f87aa952b007,0a6dabd47dcb,9a769075f534_0a6dabd47dcb.png,"(2874, 2840)","(2874, 2840)","(2322.0, 16744.0)","(0, 0)",MONOCHROME1,1,1
f2ee15af6c4d,a07d34f70c12,0a93116c50f1,f2ee15af6c4d_0a93116c50f1.png,"(2633, 2740)","(2633, 2740)","(638.0, 3854.0)","(0, 0)",MONOCHROME1,1,1
0ec2edfe7846,67bfa5a759ab,0a9432bfcc5b,0ec2edfe7846_0a9432bfcc5b.png,"(2539, 3050)","(2539, 3050)","(585.0, 3621.0)","(0, 0)",MONOCHROME2,1,1
a880ba760a7f,82faaa874981,0a990c89256a,a880ba760a7f_0a990c89256a.png,"(2520, 3032)","(2517, 3027)","(891.0, 3911.0)","(0, 5)",MONOCHROME2,2,1
b3c5eea8f3b6,45e6ccaf8541,0aa773e594a8,b3c5eea8f3b6_0aa773e594a8.png,"(2336, 2836)","(2336, 2836)","(1084.0, 14265.0)","(0, 0)",MONOCHROME1,1,1
619a6ab0ef11,0dfbf26b431a,0aab55177927,619a6ab0ef11_0aab55177927.png,"(3020, 3052)","(3020, 3052)","(13.0, 3236.0)","(0, 0)",MONOCHROME2,1,1
2e8e6d58eccd,9a30fc7cca37,0ab7bd949094,2e8e6d58eccd_0ab7bd949094.png,"(2320, 2832)","(2045, 2712)","(1.0, 234.0)","(18, 120)",MONOCHROME2,1,1
9e70afac2591,e49569c70174,0ab867e40c94,9e70afac2591_0ab867e40c94.png,"(2989, 2992)","(2989, 2991)","(74.0, 3139.0)","(0, 0)",MONOCHROME2,1,1
57915fbd41fe,7aca2de9d920,0abc1b4a90f5,57915fbd41fe_0abc1b4a90f5.png,"(2536, 3048)","(2536, 3048)","(285.0, 3791.0)","(0, 0)",MONOCHROME2,1,1
b85545dd720f,75221f28be99,0ac321d82310,b85545dd720f_0ac321d82310.png,"(2249, 2794)","(2249, 2793)","(186.0, 3282.0)","(0, 0)",MONOCHROME2,1,1
a1a4fa99ef5d,e5cb881b5ece,0ac7cf154967,a1a4fa99ef5d_0ac7cf154967.png,"(3488, 4256)","(3486, 4255)","(25.0, 3581.0)","(0, 0)",MONOCHROME2,1,1
ae12c55d7e47,bff25c2e8ddb,0ac8924c4eee,ae12c55d7e47_0ac8924c4eee.png,"(2528, 2791)","(2528, 2791)","(120.0, 3573.0)","(0, 0)",MONOCHROME2,1,1
a0254bf8a96e,1d3998721a2a,0acec7010081,a0254bf8a96e_0acec7010081.png,"(2954, 2753)","(2953, 2751)","(563.0, 3645.0)","(0, 0)",MONOCHROME2,7,1
